age,season,transfer_no,apearance,goal,assist,yellow,yellow2,red,foot,height,position,mv
22,10,2,18,13,2,5,0,0,right,173,Forward - Centre-Forward,608000
35,20,9,5,0,0,1,0,0,left,186,Defender - Left-Back,68000
34,19,8,27,1,1,4,0,0,left,186,Defender - Left-Back,68000
33,18,7,30,4,3,7,0,1,left,186,Defender - Left-Back,158000
32,17,6,29,6,0,8,0,1,left,186,Defender - Left-Back,360000
31,16,5,4,0,0,1,0,0,left,186,Defender - Left-Back,420000
30,15,4,4,0,0,0,0,0,left,186,Defender - Left-Back,405000
28,13,3,8,0,1,1,0,0,left,186,Defender - Left-Back,630000
26,11,2,15,0,0,4,1,0,left,186,Defender - Left-Back,360000
25,10,1,32,2,3,6,0,1,left,186,Defender - Left-Back,360000
20,19,1,4,0,1,0,0,0,right,176,Midfielder - Right Midfield,360000
17,20,1,19,0,3,6,0,0,right,179,Midfielder - Defensive Midfield,360000
19,19,1,7,1,0,3,0,0,right,187,Defender - Right-Back,360000
24,19,2,75,9,3,21,3,0,right,185,Defender - Right-Back,293000
19,14,1,0,0,0,0,0,0,right,185,Defender - Right-Back,293000
20,20,1,0,0,0,0,0,0,right,173,Defender,293000
19,20,1,12,0,0,0,0,0,right,185,Defender - Centre-Back,293000
32,20,7,4,0,0,0,0,0,right,186,Midfielder - Defensive Midfield,270000
29,17,5,6,0,0,1,0,0,right,186,Midfielder - Defensive Midfield,270000
28,16,4,6,1,0,3,0,0,right,186,Midfielder - Defensive Midfield,270000
27,15,3,29,2,1,7,0,0,right,186,Midfielder - Defensive Midfield,270000
26,14,2,25,1,0,6,0,0,right,186,Midfielder - Defensive Midfield,225000
20,20,2,2,0,0,0,0,0,right,176,Forward - Centre-Forward,180000
17,17,1,3,0,0,0,0,0,right,176,Forward - Centre-Forward,270000
33,18,7,33,1,5,2,0,0,right,179,Midfielder - Central Midfield,180000
30,15,5,30,3,1,6,0,0,right,179,Midfielder - Central Midfield,450000
27,12,4,47,13,10,9,0,0,right,179,Midfielder - Central Midfield,315000
24,9,3,2,0,0,0,0,0,right,179,Midfielder - Central Midfield,315000
19,16,1,24,4,3,1,0,0,right,180,Forward - Centre-Forward,315000
20,17,1,5,0,0,1,0,0,right,178,Defender - Right-Back,315000
29,20,11,2,0,0,0,0,0,right,176,Forward - Right Winger,180000
28,19,10,0,0,0,0,0,0,right,176,Forward - Right Winger,180000
27,18,9,37,5,3,4,0,0,right,176,Forward - Right Winger,315000
26,17,8,11,2,0,0,0,0,right,176,Forward - Right Winger,315000
25,16,7,18,1,2,0,1,0,right,176,Forward - Right Winger,390000
25,15,6,11,1,1,2,0,0,right,176,Forward - Right Winger,450000
24,15,5,11,1,1,2,0,0,right,176,Forward - Right Winger,450000
22,13,4,8,0,0,0,0,0,right,176,Forward - Right Winger,450000
21,12,3,6,0,0,0,0,0,right,176,Forward - Right Winger,540000
20,11,2,15,3,0,1,0,0,right,176,Forward - Right Winger,90000
19,10,1,1,0,0,0,0,0,right,176,Forward - Right Winger,540000
20,20,1,0,0,0,0,0,0,right,183,Defender - Centre-Back,540000
26,16,2,34,2,2,3,0,0,left,182,Midfielder - Central Midfield,1800000
20,10,1,1,0,0,0,0,0,left,182,Midfielder - Central Midfield,540000
26,18,3,22,0,1,5,1,0,left,179,Defender - Left-Back,405000
25,17,2,19,0,0,7,0,1,left,179,Defender - Left-Back,405000
21,20,2,1,0,0,0,0,0,left,179,Forward,405000
20,19,1,2,1,0,0,0,0,left,179,Forward,405000
27,20,6,9,0,0,2,0,0,left,182,Defender - Left-Back,270000
26,19,5,1,0,0,0,0,0,left,182,Defender - Left-Back,270000
25,18,4,0,0,0,0,0,0,left,182,Defender - Left-Back,270000
23,16,3,31,0,2,10,0,0,left,182,Defender - Left-Back,180000
22,15,2,10,2,0,1,0,0,left,182,Defender - Left-Back,180000
19,12,1,6,0,0,2,0,0,left,182,Defender - Left-Back,180000
21,20,2,12,0,0,1,0,0,right,173,Midfielder - Defensive Midfield,1620000
19,18,1,11,0,1,3,0,0,right,173,Midfielder - Defensive Midfield,180000
24,20,4,22,2,3,11,0,0,right,172,Midfielder - Central Midfield,270000
24,19,3,3,0,0,1,0,1,right,172,Midfielder - Central Midfield,270000
23,19,2,3,0,0,1,0,1,right,172,Midfielder - Central Midfield,270000
20,16,1,10,0,0,3,0,0,right,172,Midfielder - Central Midfield,270000
32,18,9,23,0,0,6,0,0,right,167,Forward - Right Winger,135000
29,15,8,25,6,1,1,0,0,right,167,Forward - Right Winger,349000
27,13,7,40,6,8,8,0,2,right,167,Forward - Right Winger,383000
26,12,6,15,1,1,2,0,0,right,167,Forward - Right Winger,383000
25,11,5,9,1,1,0,0,0,right,167,Forward - Right Winger,383000
25,10,4,9,0,0,1,0,0,right,167,Forward - Right Winger,450000
24,10,3,9,0,0,1,0,0,right,167,Forward - Right Winger,450000
23,9,2,34,3,2,6,1,0,right,167,Forward - Right Winger,450000
23,20,7,2,0,0,2,0,0,left,175,Midfielder - Central Midfield,248000
23,19,6,19,5,4,3,0,0,left,175,Midfielder - Central Midfield,248000
22,19,5,19,5,4,3,0,0,left,175,Midfielder - Central Midfield,225000
22,18,4,24,2,1,2,1,0,left,175,Midfielder - Central Midfield,225000
21,18,3,24,2,1,2,1,0,left,175,Midfielder - Central Midfield,135000
21,17,2,23,2,3,5,0,1,left,175,Midfielder - Central Midfield,135000
20,17,1,23,2,3,5,0,1,left,175,Midfielder - Central Midfield,135000
22,20,2,15,1,0,1,0,0,left,183,Defender - Centre-Back,180000
20,18,1,6,0,0,0,0,1,left,183,Defender - Centre-Back,900000
20,20,2,5,0,0,1,0,0,right,177,Forward - Right Winger,900000
19,20,1,5,0,0,1,0,0,right,177,Forward - Right Winger,900000
21,20,1,12,1,2,2,0,0,right,166,Forward - Right Winger,900000
27,10,7,3,1,0,1,0,0,right,182,Forward,900000
23,19,2,21,1,3,7,0,0,right,176,Defender - Right-Back,180000
22,18,1,12,0,0,3,0,0,right,176,Defender - Right-Back,180000
18,20,1,0,0,0,0,0,0,right,180,Forward - Centre-Forward,180000
25,20,4,15,0,1,1,1,0,left,181,Defender - Left-Back,360000
24,20,3,15,0,1,1,1,0,left,181,Defender - Left-Back,675000
23,19,2,11,2,0,4,0,0,left,181,Defender - Left-Back,675000
20,16,1,11,2,1,5,0,0,left,181,Defender - Left-Back,675000
19,18,1,15,0,2,2,0,1,right,172,Forward - Right Winger,675000
33,20,4,16,1,0,9,0,0,right,182,Midfielder - Defensive Midfield,1350000
31,18,3,17,0,0,4,0,0,right,182,Midfielder - Defensive Midfield,3150000
25,12,2,30,0,0,6,0,0,right,182,Midfielder - Defensive Midfield,2700000
19,6,1,14,0,0,2,0,0,right,182,Midfielder - Defensive Midfield,3150000
24,20,3,0,0,0,0,0,0,left,185,Forward - Centre-Forward,3150000
23,19,2,1,0,0,0,0,0,left,185,Forward - Centre-Forward,3150000
25,20,4,20,2,1,3,0,0,right,177,Midfielder - Central Midfield,540000
23,19,3,29,4,1,5,0,0,right,177,Midfielder - Central Midfield,270000
21,17,2,24,1,2,4,0,0,right,177,Midfielder - Central Midfield,270000
19,15,1,0,0,0,0,0,0,right,177,Midfielder - Central Midfield,270000
21,18,1,14,0,3,5,0,0,left,171,Midfielder - Defensive Midfield,270000
34,18,12,50,20,6,12,1,1,right,179,Forward - Centre-Forward,450000
33,17,11,15,7,1,2,0,0,right,179,Forward - Centre-Forward,1130000
32,16,10,21,2,3,0,0,0,right,179,Forward - Centre-Forward,1350000
31,15,9,37,8,3,11,1,0,right,179,Forward - Centre-Forward,1800000
30,14,8,24,2,1,1,0,0,right,179,Forward - Centre-Forward,3600000
27,11,7,36,7,4,2,0,0,right,179,Forward - Centre-Forward,3120000
25,9,6,43,11,5,9,0,0,right,179,Forward - Centre-Forward,2970000
24,8,5,46,19,8,7,1,1,right,179,Forward - Centre-Forward,1350000
23,7,4,25,7,3,3,0,0,right,179,Forward - Centre-Forward,1350000
22,6,3,35,13,1,8,0,0,right,179,Forward - Centre-Forward,1350000
21,5,2,37,6,0,4,0,1,right,179,Forward - Centre-Forward,1350000
31,18,6,28,2,4,4,0,0,right,172,Midfielder - Central Midfield,7200000
28,15,5,41,7,11,4,0,0,right,172,Midfielder - Central Midfield,12600000
18,5,4,36,3,1,7,1,0,right,172,Midfielder - Central Midfield,12600000
16,3,3,23,8,0,9,0,0,right,172,Midfielder - Central Midfield,12600000
21,17,1,5,0,0,2,0,0,right,189,Defender - Centre-Back,12600000
20,19,1,3,0,0,0,0,0,right,175,Midfielder - Defensive Midfield,68000
18,19,1,0,0,0,0,0,0,right,182,Defender - Right-Back,68000
20,19,1,11,2,0,3,0,0,right,184,Defender - Centre-Back,68000
25,20,4,13,0,0,7,1,1,right,182,Defender - Right-Back,450000
24,20,3,13,0,0,7,1,1,right,182,Defender - Right-Back,1170000
23,19,2,2,0,0,0,0,0,right,182,Defender - Right-Back,900000
25,20,4,3,0,0,0,1,0,right,187,Defender - Centre-Back,360000
25,19,3,14,0,0,3,2,0,right,187,Defender - Centre-Back,360000
24,19,2,14,0,0,3,2,0,right,187,Defender - Centre-Back,180000
34,19,8,8,0,3,2,0,0,left,176,Forward - Right Winger,900000
31,16,7,44,8,5,9,0,0,left,176,Forward - Right Winger,900000
29,14,6,39,3,6,9,0,1,left,176,Forward - Right Winger,4500000
26,11,5,32,6,6,6,0,0,left,176,Forward - Right Winger,2475000
24,9,4,8,1,0,2,0,0,left,176,Forward - Right Winger,3780000
23,8,3,21,8,5,7,0,0,left,176,Forward - Right Winger,4050000
21,6,2,30,8,9,11,0,2,left,176,Forward - Right Winger,900000
20,19,3,9,0,2,0,0,0,right,177,Midfielder - Left Midfield,135000
18,17,2,1,0,0,0,0,0,right,177,Midfielder - Left Midfield,180000
17,16,1,10,0,0,1,0,0,right,177,Midfielder - Left Midfield,135000
19,20,1,2,1,0,1,0,0,right,183,Defender - Centre-Back,900000
22,19,3,15,5,3,3,0,0,left,175,Forward - Second Striker,225000
18,15,1,2,0,0,0,0,0,left,175,Forward - Second Striker,225000
18,20,1,5,1,0,0,0,0,right,174,Midfielder - Defensive Midfield,225000
19,19,3,58,12,22,8,0,0,right,172,Midfielder - Attacking Midfield,1350000
21,20,2,36,8,8,12,0,0,right,172,Midfielder - Attacking Midfield,1350000
20,20,1,36,8,8,12,0,0,right,172,Midfielder - Attacking Midfield,1350000
29,19,16,32,4,3,2,0,0,right,175,Forward - Second Striker,270000
29,19,16,32,4,3,2,0,0,right,171,Forward - Second Striker,270000
29,14,15,40,5,0,7,0,1,right,175,Forward - Second Striker,1350000
29,14,15,40,5,0,7,0,1,right,171,Forward - Second Striker,1350000
24,14,8,40,5,0,7,0,1,right,175,Forward - Second Striker,540000
24,14,8,40,5,0,7,0,1,right,171,Forward - Second Striker,540000
28,18,14,51,11,6,6,0,0,right,175,Forward - Second Striker,480000
28,18,14,51,11,6,6,0,0,right,171,Forward - Second Striker,480000
28,13,13,34,4,0,2,0,0,right,175,Forward - Second Striker,2250000
28,13,13,34,4,0,2,0,0,right,171,Forward - Second Striker,2250000
23,13,6,34,4,0,2,0,0,right,175,Forward - Second Striker,540000
23,13,6,34,4,0,2,0,0,right,171,Forward - Second Striker,540000
27,17,12,51,12,8,4,0,0,right,175,Forward - Second Striker,585000
27,17,12,51,12,8,4,0,0,right,171,Forward - Second Striker,585000
26,16,11,66,20,5,8,0,0,right,175,Forward - Second Striker,382500
26,16,11,66,20,5,8,0,0,right,171,Forward - Second Striker,382500
25,15,10,29,4,5,1,0,0,right,175,Forward - Second Striker,540000
25,15,10,29,4,5,1,0,0,right,171,Forward - Second Striker,540000
25,10,9,41,11,6,5,0,0,right,175,Forward - Second Striker,2250000
25,10,9,41,11,6,5,0,0,right,171,Forward - Second Striker,2250000
24,9,7,28,6,5,2,0,0,right,175,Forward - Second Striker,900000
24,9,7,28,6,5,2,0,0,right,171,Forward - Second Striker,900000
23,8,5,33,6,5,3,0,1,right,175,Forward - Second Striker,360000
23,8,5,33,6,5,3,0,1,right,171,Forward - Second Striker,360000
18,8,2,33,6,5,3,0,1,right,175,Forward - Second Striker,360000
18,8,2,33,6,5,3,0,1,right,171,Forward - Second Striker,360000
22,12,4,70,20,10,12,0,1,right,175,Forward - Second Striker,180000
22,12,4,70,20,10,12,0,1,right,171,Forward - Second Striker,180000
22,7,3,5,0,0,0,0,0,right,175,Forward - Second Striker,360000
22,7,3,5,0,0,0,0,0,right,171,Forward - Second Striker,360000
20,19,1,19,3,3,2,0,0,left,183,Forward - Centre-Forward,68000
19,20,1,28,3,6,3,0,0,right,180,Forward - Centre-Forward,810000
25,19,3,6,1,3,3,0,0,right,174,Midfielder - Central Midfield,225000
26,20,2,0,0,0,0,0,0,right,185,Forward - Centre-Forward,158000
20,14,1,3,0,0,0,0,0,right,185,Forward - Centre-Forward,225000
27,20,8,8,0,0,3,0,0,right,168,Forward - Right Winger,225000
26,19,7,30,7,5,6,0,1,right,168,Forward - Right Winger,225000
25,18,6,34,2,4,6,0,0,right,168,Forward - Right Winger,270000
24,17,5,10,0,0,0,0,0,right,168,Forward - Right Winger,450000
22,15,4,31,5,7,2,0,0,right,168,Forward - Right Winger,180000
21,14,3,36,9,0,8,1,0,right,168,Forward - Right Winger,180000
20,13,2,24,3,0,1,0,1,right,168,Forward - Right Winger,180000
18,11,1,8,0,0,1,0,0,right,168,Forward - Right Winger,180000
24,20,4,10,1,0,0,0,0,right,168,Midfielder - Central Midfield,270000
23,19,3,27,3,0,5,0,1,right,168,Midfielder - Central Midfield,225000
20,16,2,1,0,0,0,0,0,right,168,Midfielder - Central Midfield,45000
27,20,6,21,7,3,3,0,0,left,176,Forward - Second Striker,810000
26,20,5,21,7,3,3,0,0,left,176,Forward - Second Striker,630000
24,18,4,35,11,4,8,0,0,left,176,Forward - Second Striker,900000
23,17,3,20,12,4,3,0,0,left,176,Forward - Second Striker,810000
22,16,2,43,6,10,8,0,0,left,176,Forward - Second Striker,810000
19,13,1,17,4,1,1,0,0,left,176,Forward - Second Striker,810000
29,15,3,32,1,0,11,0,0,left,176,Midfielder - Central Midfield,225000
19,20,1,3,0,0,1,0,0,left,176,Midfielder,225000
22,20,2,16,0,0,2,0,0,left,183,Defender - Centre-Back,473000
20,18,1,10,0,0,4,0,0,left,183,Defender - Centre-Back,473000
21,20,1,15,1,2,2,0,0,right,170,Midfielder - Central Midfield,135000
20,20,2,3,0,0,2,0,0,right,174,Defender - Right-Back,900000
18,18,1,14,0,0,4,0,0,right,174,Defender - Right-Back,900000
35,17,13,36,11,20,5,0,1,right,173,Midfielder - Right Midfield,68000
34,16,12,20,7,8,5,0,1,right,173,Midfielder - Right Midfield,225000
33,15,11,19,3,6,4,0,0,right,173,Midfielder - Right Midfield,225000
30,12,10,20,8,4,2,0,0,right,173,Midfielder - Right Midfield,450000
29,11,9,39,5,12,3,0,0,right,173,Midfielder - Right Midfield,900000
28,10,8,2,0,0,0,0,1,right,173,Midfielder - Right Midfield,2700000
26,8,7,24,7,7,7,0,0,right,173,Midfielder - Right Midfield,3376666.667
26,7,6,8,1,0,0,0,0,right,173,Midfielder - Right Midfield,3600000
25,7,5,8,1,0,0,0,0,right,173,Midfielder - Right Midfield,1600000
24,6,4,31,2,0,10,0,1,right,173,Midfielder - Right Midfield,1580000
23,5,3,29,2,0,6,1,0,right,173,Midfielder - Right Midfield,1580000
22,4,2,2,0,0,0,0,0,right,173,Midfielder - Right Midfield,1580000
24,17,3,21,3,0,4,1,0,right,185,Defender - Centre-Back,810000
23,16,2,23,0,0,2,0,0,right,185,Defender - Centre-Back,810000
18,20,2,18,1,2,1,0,0,right,174,Forward - Right Winger,1620000
17,19,1,17,1,2,1,0,0,right,174,Forward - Right Winger,810000
20,20,1,32,4,6,2,2,0,left,177,Forward - Second Striker,68000
23,20,3,5,0,0,2,0,0,left,178,Defender - Left-Back,1260000
22,19,2,14,0,4,6,0,0,left,178,Defender - Left-Back,1350000
19,16,1,13,0,0,6,0,1,left,178,Defender - Left-Back,1260000
32,20,10,19,3,1,2,0,0,right,183,Defender - Centre-Back,630000
29,17,9,25,0,0,1,0,1,right,183,Defender - Centre-Back,720000
28,16,8,38,1,1,6,0,0,right,183,Defender - Centre-Back,720000
26,14,7,29,2,2,6,0,0,right,183,Defender - Centre-Back,2250000
25,13,6,33,0,1,1,0,0,right,183,Defender - Centre-Back,2700000
24,12,5,37,3,2,5,0,0,right,183,Defender - Centre-Back,1350000
23,11,4,39,4,1,5,0,0,right,183,Defender - Centre-Back,900000
22,10,3,29,3,1,1,0,0,right,183,Defender - Centre-Back,900000
20,8,2,28,1,0,7,1,0,right,183,Defender - Centre-Back,900000
24,18,2,32,2,2,1,0,0,right,178,Defender - Right-Back,338000
29,20,5,0,0,0,0,0,0,right,181,Midfielder - Defensive Midfield,428000
27,18,4,37,0,1,11,1,0,right,181,Midfielder - Defensive Midfield,495000
25,16,3,17,0,0,9,0,0,right,181,Midfielder - Defensive Midfield,675000
23,14,2,51,3,3,15,0,0,right,181,Midfielder - Defensive Midfield,495000
26,19,2,35,0,3,6,0,0,right,173,Midfielder - Defensive Midfield,270000
22,20,3,17,0,0,5,0,0,left,185,Midfielder - Left Midfield,270000
21,19,2,25,2,3,0,0,0,left,185,Midfielder - Left Midfield,270000
19,17,1,10,0,0,1,0,0,left,185,Midfielder - Left Midfield,270000
20,17,2,10,0,0,2,2,0,left,185,Defender - Right-Back,270000
18,15,1,18,0,0,5,0,1,left,185,Defender - Right-Back,270000
30,20,10,5,1,0,0,0,0,right,174,Forward - Right Winger,1710000
28,18,9,10,1,2,0,0,0,right,174,Forward - Right Winger,3150000
25,15,8,50,14,17,6,0,0,right,174,Forward - Right Winger,1260000
24,14,7,16,6,7,5,0,0,right,174,Forward - Right Winger,900000
23,13,6,23,2,9,4,0,1,right,174,Forward - Right Winger,1620000
22,12,5,12,3,0,2,0,0,right,174,Forward - Right Winger,1350000
21,11,4,28,5,3,5,0,0,right,174,Forward - Right Winger,1350000
21,10,3,23,4,4,2,0,1,right,174,Forward - Right Winger,1350000
20,10,2,23,4,4,2,0,1,right,174,Forward - Right Winger,1500000
18,8,1,16,1,2,3,0,0,right,174,Forward - Right Winger,1800000
26,20,3,3,0,0,2,0,0,right,170,Defender - Right-Back,203000
23,17,2,24,0,0,8,0,1,right,170,Defender - Right-Back,203000
21,15,1,12,0,0,3,2,0,right,170,Defender - Right-Back,203000
21,20,1,2,0,0,0,0,0,left,172,Midfielder - Defensive Midfield,68000
35,20,14,16,0,2,4,0,0,both,189,Midfielder - Central Midfield,225000
34,19,13,21,1,3,1,0,0,both,189,Midfielder - Central Midfield,360000
33,18,12,34,5,7,2,0,0,both,189,Midfielder - Central Midfield,360000
32,17,11,24,8,5,1,0,0,both,189,Midfielder - Central Midfield,360000
31,16,10,15,2,1,1,0,0,both,189,Midfielder - Central Midfield,360000
30,15,9,29,4,0,5,0,0,both,189,Midfielder - Central Midfield,540000
30,14,8,16,2,1,4,0,0,both,189,Midfielder - Central Midfield,540000
29,14,7,16,2,1,4,0,0,both,189,Midfielder - Central Midfield,540000
27,12,6,26,7,3,2,0,0,both,189,Midfielder - Central Midfield,1130000
26,11,5,36,3,3,2,0,0,both,189,Midfielder - Central Midfield,1350000
23,8,4,24,2,0,3,0,1,both,189,Midfielder - Central Midfield,315000
22,7,3,34,3,3,1,0,0,both,189,Midfielder - Central Midfield,315000
20,5,2,3,1,0,0,0,0,both,189,Midfielder - Central Midfield,315000
23,19,2,21,7,1,4,0,0,right,172,Forward - Centre-Forward,45000
22,18,1,15,7,4,1,0,0,right,172,Forward - Centre-Forward,315000
29,12,7,24,0,2,9,1,0,right,171,Midfielder - Defensive Midfield,338000
19,20,2,16,6,2,3,0,0,right,183,Forward - Centre-Forward,338000
20,15,2,108,24,12,24,0,0,right,171,Forward - Right Winger,4500000
18,13,1,111,18,36,27,0,0,right,171,Forward - Right Winger,4500000
19,19,2,1,0,1,0,0,0,left,174,Defender - Left-Back,180000
17,17,1,3,0,3,0,0,0,left,174,Defender - Left-Back,180000
31,20,12,10,2,0,2,0,1,left,169,Forward - Centre-Forward,1080000
30,19,11,14,7,0,2,0,0,left,169,Forward - Centre-Forward,1080000
29,18,10,18,0,1,3,0,0,left,169,Forward - Centre-Forward,1530000
28,17,9,24,2,1,1,0,0,left,169,Forward - Centre-Forward,1800000
25,14,8,35,7,2,6,0,0,left,169,Forward - Centre-Forward,1440000
23,12,7,69,23,17,8,1,0,left,169,Forward - Centre-Forward,540000
22,11,6,30,7,3,7,0,0,left,169,Forward - Centre-Forward,405000
21,10,5,13,4,0,1,0,0,left,169,Forward - Centre-Forward,135000
27,20,5,7,0,0,0,0,0,right,187,Defender - Centre-Back,720000
26,19,4,46,6,0,14,0,0,right,187,Defender - Centre-Back,1620000
25,18,3,60,2,2,20,0,0,right,187,Defender - Centre-Back,810000
24,17,2,32,4,0,6,0,0,right,187,Defender - Centre-Back,450000
19,13,1,3,0,0,0,0,0,right,186,Defender - Centre-Back,180000
23,19,6,42,8,4,11,2,0,right,186,Midfielder - Defensive Midfield,113000
23,19,6,42,8,4,11,2,0,left,174,Forward - Left Winger,113000
28,19,3,42,8,4,11,2,0,right,186,Midfielder - Defensive Midfield,540000
28,19,3,42,8,4,11,2,0,left,174,Forward - Left Winger,540000
22,18,5,47,7,5,12,0,0,right,186,Midfielder - Defensive Midfield,90000
22,18,5,47,7,5,12,0,0,left,174,Forward - Left Winger,90000
21,17,4,50,6,0,15,0,0,right,186,Midfielder - Defensive Midfield,540000
21,17,4,50,6,0,15,0,0,left,174,Forward - Left Winger,540000
25,16,2,5,0,0,0,0,0,right,186,Midfielder - Defensive Midfield,158000
25,16,2,5,0,0,0,0,0,left,174,Forward - Left Winger,158000
20,11,1,2,0,0,1,0,0,right,186,Midfielder - Defensive Midfield,540000
20,11,1,2,0,0,1,0,0,left,174,Forward - Left Winger,540000
31,20,6,2,0,0,0,0,0,right,185,Defender - Centre-Back,450000
31,19,5,15,1,0,3,0,0,right,185,Defender - Centre-Back,450000
30,19,4,15,1,0,3,0,0,right,185,Defender - Centre-Back,1080000
28,17,3,35,1,0,7,0,0,right,185,Defender - Centre-Back,1620000
26,15,2,53,1,1,9,0,0,right,185,Defender - Centre-Back,450000
20,9,1,1,0,0,0,0,0,right,185,Defender - Centre-Back,1620000
25,19,4,25,0,0,10,1,0,left,190,Defender - Centre-Back,270000
24,17,3,21,1,1,7,0,1,left,190,Defender - Centre-Back,225000
23,17,2,21,1,1,7,0,1,left,190,Defender - Centre-Back,225000
21,15,1,5,0,0,1,0,0,left,190,Defender - Centre-Back,225000
20,20,1,4,0,0,0,0,0,right,175,Forward - Centre-Forward,225000
33,17,7,17,0,4,7,0,0,right,168,Midfielder - Defensive Midfield,1620000
31,15,6,43,0,3,14,0,0,right,168,Midfielder - Defensive Midfield,4500000
30,14,5,36,0,2,8,0,0,right,168,Midfielder - Defensive Midfield,4500000
29,13,4,23,1,1,6,0,0,right,168,Midfielder - Defensive Midfield,6750000
28,12,3,37,0,2,9,0,0,right,168,Midfielder - Defensive Midfield,8100000
23,7,2,38,2,3,5,1,1,right,168,Midfielder - Defensive Midfield,2700000
30,19,9,22,6,2,2,0,0,left,177,Forward - Right Winger,315000
29,18,8,19,0,5,3,0,0,left,177,Forward - Right Winger,180000
27,16,7,36,13,8,11,1,0,left,177,Forward - Right Winger,210000
26,15,6,12,4,4,4,0,0,left,177,Forward - Right Winger,180000
25,14,5,25,5,0,9,0,0,left,177,Forward - Right Winger,180000
24,13,4,34,8,0,14,1,0,left,177,Forward - Right Winger,180000
23,12,3,23,4,1,6,1,0,left,177,Forward - Right Winger,180000
22,11,2,31,4,0,8,1,0,left,177,Forward - Right Winger,180000
21,10,1,21,2,0,5,0,1,left,177,Forward - Right Winger,180000
24,17,4,23,4,3,6,0,0,right,177,Midfielder - Central Midfield,180000
23,16,3,7,1,0,0,0,0,right,177,Midfielder - Central Midfield,180000
22,15,2,25,3,0,3,0,0,right,177,Midfielder - Central Midfield,180000
21,15,3,9,0,1,0,0,0,right,167,Midfielder - Defensive Midfield,90000
20,14,2,28,4,2,0,0,0,right,167,Midfielder - Defensive Midfield,90000
18,12,1,0,0,0,0,0,0,right,167,Midfielder - Defensive Midfield,90000
18,13,1,1,0,0,0,0,0,right,182,Midfielder - Central Midfield,90000
23,20,6,1,0,0,0,0,0,left,170,Defender - Left-Back,90000
22,20,5,1,0,0,0,0,0,left,170,Defender - Left-Back,90000
22,19,4,16,1,0,6,0,0,left,170,Defender - Left-Back,90000
21,19,3,16,1,0,6,0,0,left,170,Defender - Left-Back,105000
20,18,2,2,0,0,1,0,0,left,170,Defender - Left-Back,135000
